"UniqueID","Probability1"
6533,0.026835588387855
6534,0.127798557185714
6535,0.971814022428232
6536,0.399400845791037
6537,0.16337643728202
6538,0.817155205030342
6539,0.788139933559864
6540,0.0473773785785356
6541,0.0377516159688713
6542,0.0165244041226256
6543,0.0157102783620895
6544,0.615210957570099
6545,0.0113121842133443
6546,0.0104273274598656
6547,0.00872760823629659
6548,0.866831353037351
6549,0.817720570407569
6550,0.283791795532936
6551,0.190025565162383
6552,0.0442885819753226
6553,0.124623732285213
6554,0.0274396477474137
6555,0.848136527687915
6556,0.0188999674027418
6557,0.0124338366533706
6558,0.671489933305446
6559,0.0212593930925119
6560,0.743745228452969
6561,0.127372731676161
6562,0.0171003381367523
6563,0.0164301592105489
6564,0.0250424114868693
6565,0.0102984902779278
6566,0.0645712592154504
6567,0.433860651107813
6568,0.899886577619719
6569,0.741161741991595
6570,0.0143796653027649
6571,0.111222794728817
6572,0.856521009207052
6573,0.759995608854918
6574,0.919570611684649
6575,0.0216414365044277
6576,0.67428232804114
6577,0.0112682726482098
6578,0.022584605299333
6579,0.0275574330431635
6580,0.0175442582629187
6581,0.605078514545581
6582,0.0176581450537699
6583,0.00975347915103919
6584,0.149078364453285
6585,0.0225064953961123
6586,0.0972233782663553
6587,0.375289966509887
6588,0.0092044772995753
6589,0.00926988047239763
6590,0.227985607580497
6591,0.874298482325146
6592,0.0252322614473206
6593,0.0272868321687513
6594,0.0257181846653016
6595,0.0272868321687513
6596,0.021226204372062
6597,0.021226204372062
6598,0.0272868321687513
6599,0.010223733813609
6600,0.220642843080785
6601,0.188574475999946
6602,0.0109796959175972
6603,0.0114397714784249
6604,0.0717592517911407
6605,0.154403585983356
6606,0.771409890863491
6607,0.0111324351818017
6608,0.727197093659962
6609,0.714442967973457
6610,0.00867925088762467
6611,0.0305702862331241
6612,0.262206230195044
6613,0.0194329864517098
6614,0.0433411837986669
6615,0.00991270146024315
6616,0.0441201568620749
6617,0.0687870074692463
6618,0.0130194664043765
6619,0.0288144139027656
6620,0.0230645890861418
6621,0.0257870076482763
6622,0.0428984448849683
6623,0.00954444130895993
6624,0.0365211282511009
6625,0.0217115882408976
6626,0.0128852908019349
6627,0.00871871189785145
6628,0.0131834612206108
6629,0.0165666459659245
6630,0.0187921550972745
6631,0.0507239619606832
6632,0.285819589272197
6633,0.88634897456835
6634,0.0349268624201488
6635,0.517377281179937
6636,0.545737807940424
6637,0.554357798152801
6638,0.554357798152801
6639,0.214618445958357
6640,0.416305587172039
6641,0.520767055049545
6642,0.469138670985311
6643,0.529452329547243
6644,0.586848384823984
6645,0.358761872158484
6646,0.22865446432567
6647,0.027061226064649
6648,0.0379584728092708
6649,0.21634805721096
6650,0.687594643755433
6651,0.0104481478815297
6652,0.0260776187732371
6653,0.0210309880945361
6654,0.0101086062889979
6655,0.180295294758046
6656,0.0656173034169462
6657,0.016871986837436
6658,0.134404709892077
6659,0.017487129584952
6660,0.225844186338068
6661,0.00863088022081338
6662,0.0155248922136054
6663,0.0127673730672737
6664,0.110824468163989
6665,0.0978866439615472
6666,0.026113025779146
6667,0.0383666475248783
6668,0.0263518457199972
6669,0.0149504308016184
6670,0.855160902284946
6671,0.657829175524943
6672,0.0124210032035176
6673,0.071271880305414
6674,0.0292438448644584
6675,0.0128559345483037
6676,0.0107629141216493
6677,0.015346517238757
6678,0.0132242631776631
6679,0.0114313856146405
6680,0.834730717295687
6681,0.0177394539613199
6682,0.0173668320521997
6683,0.110997042576594
6684,0.531113566393194
6685,0.0197037537316868
6686,0.0187279959335453
6687,0.023018780182534
6688,0.916762403745998
6689,0.0119348284899848
6690,0.0146402667856192
6691,0.16953630950663
6692,0.329635979522339
6693,0.00853181315473495
6694,0.769901425823957
6695,0.0393435634447787
6696,0.00870935023771691
6697,0.65695636485964
6698,0.0150285432233647
6699,0.056016854277928
6700,0.0172468947767656
6701,0.424726647380841
6702,0.0144500903132969
6703,0.0344004193589122
6704,0.0728364257949429
6705,0.074105524482592
6706,0.0240436970624435
6707,0.0428808973081144
6708,0.0208588441925884
6709,0.0221109101444096
6710,0.0201349352833259
6711,0.11792834969221
6712,0.0192559363362255
6713,0.0557006423878752
6714,0.0263979049902135
6715,0.0158590493195738
6716,0.0128962708079761
6717,0.0127177797383575
6718,0.152210206501674
6719,0.0150339733693128
6720,0.605082000483194
6721,0.0173669849683727
6722,0.0144298034920356
6723,0.967264428673586
6724,0.171573226285017
6725,0.126922886372618
6726,0.0464701215981027
6727,0.609588314339884
6728,0.587804925426652
