"UniqueID","Probability1"
6533,0.0340401036325778
6534,0.141536405059968
6535,0.974018635373946
6536,0.397164846032409
6537,0.199934584706772
6538,0.838537710338171
6539,0.828345658712627
6540,0.0557828181642865
6541,0.0430925243490015
6542,0.0178149176258768
6543,0.0146817347128507
6544,0.56334086441063
6545,0.0132544289559661
6546,0.0110851391049402
6547,0.00946068044438197
6548,0.802728464639811
6549,0.784132665804947
6550,0.201793192155023
6551,0.187018948815301
6552,0.0427645149240256
6553,0.133094674551953
6554,0.0231405636745302
6555,0.848350978411988
6556,0.0152894615204711
6557,0.0120388263526898
6558,0.649905231642083
6559,0.0206941806713257
6560,0.667584293990827
6561,0.0781771818119883
6562,0.0170151377910005
6563,0.0200310946581412
6564,0.02481189492081
6565,0.0128127400890641
6566,0.067037355495528
6567,0.383808045015003
6568,0.890400082776756
6569,0.78495000608592
6570,0.0164679538782931
6571,0.0982027831390427
6572,0.936963582151148
6573,0.727067775103411
6574,0.873375465252958
6575,0.0217389531862993
6576,0.617423513830677
6577,0.0110339207424751
6578,0.0171775336621597
6579,0.023287672245887
6580,0.0156030600084673
6581,0.678124256298984
6582,0.0188488793615378
6583,0.0110722627763572
6584,0.160489675139798
6585,0.0156594676203213
6586,0.0799100848669396
6587,0.297575075876753
6588,0.0114061533309228
6589,0.011809272243878
6590,0.172696135387931
6591,0.830248623396657
6592,0.0560426930355845
6593,0.0210815311767413
6594,0.0247675146666803
6595,0.0210815311767413
6596,0.0190596164137253
6597,0.0190596164137253
6598,0.0210815311767413
6599,0.0131235810428809
6600,0.520001752359591
6601,0.166101466971787
6602,0.0132718654619927
6603,0.0128194674481836
6604,0.0272833319722569
6605,0.172391544006308
6606,0.831498732657259
6607,0.0150599656211713
6608,0.842891434844717
6609,0.817907452679323
6610,0.0112861861533303
6611,0.0326546226344195
6612,0.341509216586469
6613,0.0179510717099695
6614,0.0519092491703794
6615,0.0130162595298141
6616,0.0547393024900857
6617,0.0888879096386751
6618,0.0155964105471438
6619,0.033949342872996
6620,0.0400841321605638
6621,0.0208556490475537
6622,0.0559507338552655
6623,0.0112349559346544
6624,0.0411060817086203
6625,0.0293121304222176
6626,0.0140042653872426
6627,0.00913513527370569
6628,0.0127075318756368
6629,0.0230853405797397
6630,0.0246427805080012
6631,0.0666830763095465
6632,0.272136817604145
6633,0.832958310915329
6634,0.0254111172869796
6635,0.294944510919463
6636,0.471399910860958
6637,0.49474355377857
6638,0.49474355377857
6639,0.2161224702751
6640,0.398449611306789
6641,0.471399910860958
6642,0.471399910860958
6643,0.49474355377857
6644,0.482920678841661
6645,0.339276577098509
6646,0.403167839891437
6647,0.029459633193233
6648,0.0551694465171003
6649,0.185117161897334
6650,0.700945735893541
6651,0.00813026323459909
6652,0.0101297216376257
6653,0.0155883222736535
6654,0.00928995394344778
6655,0.298685088385753
6656,0.0881218110535712
6657,0.0176533854904597
6658,0.150942120624063
6659,0.0166701845673549
6660,0.373547901386096
6661,0.0102156685002591
6662,0.0144181867455836
6663,0.0131859789051666
6664,0.0736996864489219
6665,0.0738082138757371
6666,0.0248163411521937
6667,0.0396992827231597
6668,0.0155687613930182
6669,0.0143997505233163
6670,0.855457984289064
6671,0.532538529985572
6672,0.0138514898227066
6673,0.0486046229572857
6674,0.0301260758924401
6675,0.00490456624429592
6676,0.012064024661262
6677,0.0142088089962525
6678,0.0167889096241186
6679,0.0108945262086192
6680,0.80902599169285
6681,0.0192142898452152
6682,0.0154816998905157
6683,0.0842714404722003
6684,0.363502191173032
6685,0.0172157780240607
6686,0.0149778903189608
6687,0.0201065908852061
6688,0.898416931063336
6689,0.0117937467405949
6690,0.0142863513437368
6691,0.15646805417925
6692,0.197433696740495
6693,0.0109476675551871
6694,0.817885630157456
6695,0.0416523921436278
6696,0.0105736455006065
6697,0.766676283091071
6698,0.0133166770190003
6699,0.0392654220311003
6700,0.0146932572500853
6701,0.265605380186582
6702,0.0144346089249099
6703,0.0378294193957015
6704,0.0699643941221422
6705,0.0650545083611
6706,0.0224173801186789
6707,0.0501497638703599
6708,0.0145499527740797
6709,0.0211800491450224
6710,0.0172666366716201
6711,0.105389424178128
6712,0.0172666366716201
6713,0.0449761254966338
6714,0.0224719373813286
6715,0.0169339888254375
6716,0.0131223994093109
6717,0.0131223994093109
6718,0.200479753454478
6719,0.0181957052366983
6720,0.780085882350349
6721,0.0231066935329215
6722,0.011402180824347
6723,0.970451340004349
6724,0.167890681118317
6725,0.13426276943768
6726,0.076426810080317
6727,0.42110669769153
6728,0.579637195530607
6729,0.0120584611729919
6730,0.00904439180958283
6731,0.142314556061146
6732,0.0142221889089427
6733,0.0147453922638437
6734,0.0161682553710781
6735,0.0245411051739977
6736,0.0248269220168631
6737,0.0195723637277242
6738,0.205329992316051
6739,0.116195425438575
6740,0.0113420594870095
6741,0.102126297274978
6742,0.0181766479460862
6743,0.0363457870120656
6744,0.165663532273549
6745,0.487536177223577
6746,0.0181766479460862
6747,0.0165854591931526
6748,0.0354499335166824
6749,0.140760680083832
6750,0.724503461240936
6751,0.0105617723844929
6752,0.462786531032619
6753,0.275043460984562
6754,0.0118654667171577
6755,0.0149045267179276
6756,0.0214076816817528
6757,0.0414115271350678
6758,0.219801148625416
6759,0.0152820508840714
6760,0.0270209473233251
6761,0.0130807184999915
6762,0.0195922808310226
6763,0.0116853922004405
6764,0.753545157705152
6765,0.0375475999881019
6766,0.0157954968676505
6767,0.0157954968676505
6768,0.111723993778137
6769,0.0336469076034406
6770,0.174159019878115
6771,0.0103417633774678
6772,0.0235167661447712
6773,0.0148167957866002
6774,0.0191317352794096
6775,0.553036410856288
6776,0.0394551972491559
6777,0.0120354921231629
6778,0.0204042200711153
6779,0.0539578635075992
6780,0.931651995458281
6781,0.168993874642414
6782,0.0625961087255692
6783,0.0191914648107935
6784,0.0116247418557682
6785,0.037920934625245
6786,0.0265237065897631
6787,0.859072854003936
6788,0.0803517955117441
6789,0.0405553966643257
6790,0.102026568382717
6791,0.0151887326389559
6792,0.0112897861838964
6793,0.205801660542774
6794,0.00818785450311899
6795,0.0428148224413646
6796,0.0264687008431137
6797,0.0671325217818902
6798,0.0326976082177107
6799,0.108606176685688
6800,0.0210324935110713
6801,0.0229932367834593
6802,0.0316803855119374
6803,0.0135656327722589
6804,0.0124504878040894
6805,0.00813232777191941
6806,0.0238790049487395
6807,0.816061035145324
6808,0.975440657828829
6809,0.0179957053741308
6810,0.549814316600123
6811,0.0127809820668098
6812,0.0453161368541591
6813,0.00868866162117021
6814,0.0198301519213582
6815,0.0280294242356
6816,0.165700634029371
6817,0.0905692428449872
6818,0.0215229501279869
6819,0.740518517198385
6820,0.0275573037827609
6821,0.0151313338423218
6822,0.0306419570706463
6823,0.218672028433391
6824,0.310342621203281
6825,0.855442597935108
6826,0.0185065090912807
6827,0.0277065235788203
6828,0.0100435108943389
6829,0.0226891176231343
6830,0.0509127069042004
6831,0.205994010981898
6832,0.0141755239024737
6833,0.0300494627224285
6834,0.0154625086709881
6835,0.81551126635503
6836,0.022371163674578
6837,0.109800247227846
6838,0.267453630398851
6839,0.0140429862010382
6840,0.0158341230259682
6841,0.0154625086709881
6842,0.0175620073019497
6843,0.0140429862010382
6844,0.719796672867524
6845,0.811954587091276
6846,0.0142080748299058
6847,0.0380280332301987
6848,0.0161118265702305
6849,0.0205380542917345
6850,0.153984854169657
6851,0.0145744566803717
6852,0.70568949809153
6853,0.0158795763317602
6854,0.0145582932034526
6855,0.0296548420035573
6856,0.0152673101007135
6857,0.0431034553541926
6858,0.0145744566803717
6859,0.838954278008763
6860,0.748627611744955
6861,0.0197061729899665
6862,0.0263241674405621
6863,0.0798704178850366
6864,0.0466272721090161
6865,0.0283886618311615
6866,0.600685279375916
6867,0.215178662389614
6868,0.0317391291794206
6869,0.233072602014473
6870,0.426733119375513
6871,0.0159585561672385
6872,0.0438798936831116
6873,0.147478487580358
6874,0.303860697258815
6875,0.0168518477344994
6876,0.0190435335648093
6877,0.0187267126448678
6878,0.257966421094014
6879,0.0315352673417152
6880,0.0108467756562824
6881,0.01576942632879
6882,0.0153131077801276
6883,0.0150711810674822
6884,0.0283766222522572
6885,0.898317142541554
6886,0.0180324272583672
6887,0.00812403850906218
6888,0.0493654485607503
6889,0.0666401602338063
6890,0.0131057302254219
6891,0.0331887259199277
6892,0.0217211409634532
6893,0.0449161423673666
6894,0.00842415423081311
6895,0.0159778769192649
6896,0.00926911941565878
6897,0.0152119387445833
6898,0.0340489380128575
6899,0.013460471312882
6900,0.013460471312882
6901,0.0236958142439055
6902,0.0130025110974566
6903,0.225556062300548
6904,0.897644975225329
6905,0.0144010342273294
6906,0.00887187155517455
6907,0.069114798861268
6908,0.0108981940167285
6909,0.0579358310873739
6910,0.00903213537121528
6911,0.0132642677291847
6912,0.00935017250709058
6913,0.147658343623776
6914,0.0106907421585677
6915,0.020653159255094
6916,0.00978891504856683
6917,0.00833050517019307
6918,0.500316656468775
6919,0.019743467321326
6920,0.215008522787992
6921,0.767293095026203
6922,0.0156453394165986
6923,0.0108358089343269
6924,0.0703344673995807
6925,0.738272698399757
6926,0.00902128351717502
6927,0.781702036274164
6928,0.0139347963817035
6929,0.0195591865649821
6930,0.0139347963817035
6931,0.0191123190822911
6932,0.0199126431750762
6933,0.0139347963817035
6934,0.85741042124015
6935,0.405554519793267
6936,0.0139032145656631
6937,0.0142378959573587
6938,0.0180302087932412
6939,0.0175319023896446
6940,0.747386124415662
6941,0.125386741410647
6942,0.011632143353265
6943,0.616634491663161
6944,0.020266305848007
6945,0.0133564839719591
6946,0.104044367582904
6947,0.061140649223238
6948,0.00928160651766752
6949,0.0132408796755902
6950,0.0719538221683155
6951,0.0279263856130153
6952,0.0290550417916688
6953,0.654954066397353
6954,0.0168625394704396
6955,0.115164560286175
6956,0.454144699259513
6957,0.0195210472117665
6958,0.0106825973415369
6959,0.0103175368196982
6960,0.127077979991051
6961,0.0131993754582526
6962,0.0188390820804692
6963,0.684278397329934
6964,0.0164486342810349
6965,0.0274387100032488
6966,0.253915813461991
6967,0.895776661245161
6968,0.146265683468969
6969,0.0151495924348688
6970,0.0112247304642461
6971,0.0601802292355442
6972,0.677323127940358
6973,0.0185769952009945
6974,0.0130425121274798
6975,0.0469283825087669
6976,0.192636886176781
6977,0.0161708106488359
6978,0.0101945678699569
6979,0.0414449529780828
6980,0.0141686016568182
6981,0.0162253937643758
6982,0.291035949743838
6983,0.0388479413268482
6984,0.0103914216137267
6985,0.112314534920945
6986,0.0628462910705314
6987,0.00990656394739198
6988,0.0116946077397551
6989,0.0353090414845887
6990,0.500756649789649
6991,0.0380116858700411
6992,0.0129906586300951
6993,0.0143010520683966
6994,0.0814353034378436
6995,0.00907747461291708
6996,0.0157248107500817
6997,0.0126531144970979
6998,0.0107428460630957
6999,0.0222884131400062
7000,0.0976228521841682
7001,0.0170945979731391
7002,0.876667801357345
7003,0.795108352530504
7004,0.372378162752764
7005,0.863430524646059
7006,0.0163371104538528
7007,0.0119210796907034
7008,0.0125019558114285
7009,0.906429342193461
7010,0.0108467756562824
